"count" "condition" "gene" "sample"
125.705255425069 "control" "LOC105348304" "D54"
111.860435491649 "control" "LOC105348304" "D55"
35.1537468477935 "control" "LOC105348304" "D56"
91.3293754972688 "control" "LOC105348304" "D57"
23.6992417062881 "control" "LOC105348304" "D58"
20.1887998312391 "control" "LOC105348304" "D59"
142.05127929782 "control" "LOC105348304" "M45"
71.7361902320987 "control" "LOC105348304" "M46"
10.4822734635785 "control" "LOC105348304" "M48"
28.7269050444781 "control" "LOC105348304" "M49"
49.0637507429808 "control" "LOC105348304" "M89"
64.4058377388142 "control" "LOC105348304" "M90"
47094.2257987595 "desiccation" "LOC105348304" "N48"
2097.57727259046 "desiccation" "LOC105348304" "N49"
33461.6447016418 "desiccation" "LOC105348304" "N50"
294.034824205408 "desiccation" "LOC105348304" "N51"
1690.87262231328 "desiccation" "LOC105348304" "N52"
41140.3080077749 "desiccation" "LOC105348304" "N53"
380.488374181436 "desiccation" "LOC105348304" "N54"
2526.85187557525 "desiccation" "LOC105348304" "N55"
79.4692887490652 "desiccation" "LOC105348304" "N56"
87574.5817222433 "desiccation" "LOC105348304" "N57"
3131.8779592649 "desiccation" "LOC105348304" "N58"
8617.36325482529 "desiccation" "LOC105348304" "N59"
135.154708664697 "control" "LOC117680673" "D54"
92.3362032950616 "control" "LOC117680673" "D55"
32.8434970579406 "control" "LOC117680673" "D56"
94.3570213471778 "control" "LOC117680673" "D57"
25.9086932973632 "control" "LOC117680673" "D58"
20.1887998312391 "control" "LOC117680673" "D59"
140.138424172174 "control" "LOC117680673" "M45"
83.6088886041151 "control" "LOC117680673" "M46"
13.476955502652 "control" "LOC117680673" "M48"
27.2412784631898 "control" "LOC117680673" "M49"
44.1369934212292 "control" "LOC117680673" "M89"
69.9149616818155 "control" "LOC117680673" "M90"
45334.6010750506 "desiccation" "LOC117680673" "N48"
2475.29980914916 "desiccation" "LOC117680673" "N49"
33194.7890111168 "desiccation" "LOC117680673" "N50"
309.484025479377 "desiccation" "LOC117680673" "N51"
1725.211353238 "desiccation" "LOC117680673" "N52"
46115.5592670565 "desiccation" "LOC117680673" "N53"
377.885714084303 "desiccation" "LOC117680673" "N54"
2378.16484979258 "desiccation" "LOC117680673" "N55"
39.9846443745326 "desiccation" "LOC117680673" "N56"
74044.5637979609 "desiccation" "LOC117680673" "N57"
2907.71652293448 "desiccation" "LOC117680673" "N58"
11910.8956149211 "desiccation" "LOC117680673" "N59"
146.966525214232 "control" "LOC105334510" "D54"
95.9518018499853 "control" "LOC105334510" "D55"
39.004163164215 "control" "LOC105334510" "D56"
93.3478060638748 "control" "LOC105334510" "D57"
22.0421530129818 "control" "LOC105334510" "D58"
21.0091664908741 "control" "LOC105334510" "D59"
132.487003669589 "control" "LOC105334510" "M45"
89.0885955450458 "control" "LOC105334510" "M46"
23.4592289662305 "control" "LOC105334510" "M48"
31.6981582070547 "control" "LOC105334510" "M49"
34.2834787777258 "control" "LOC105334510" "M89"
61.1003633730135 "control" "LOC105334510" "M90"
39111.4865059672 "desiccation" "LOC105334510" "N48"
2226.67231673077 "desiccation" "LOC105334510" "N49"
31894.3244644834 "desiccation" "LOC105334510" "N50"
274.465835925048 "desiccation" "LOC105334510" "N51"
1493.91084493373 "desiccation" "LOC105334510" "N52"
48811.3275498224 "desiccation" "LOC105334510" "N53"
353.594219844394 "desiccation" "LOC105334510" "N54"
2221.51244762869 "desiccation" "LOC105334510" "N55"
51.2659713386848 "desiccation" "LOC105334510" "N56"
67965.6812464272 "desiccation" "LOC105334510" "N57"
2732.71329632564 "desiccation" "LOC105334510" "N58"
9795.57441679327 "desiccation" "LOC105334510" "N59"
146.966525214232 "control" "LOC105348305" "D54"
117.645393179527 "control" "LOC105348305" "D55"
34.3836635845092 "control" "LOC105348305" "D56"
102.430743613602 "control" "LOC105348305" "D57"
24.2516046040569 "control" "LOC105348305" "D58"
20.1887998312391 "control" "LOC105348305" "D59"
152.571982488874 "control" "LOC105348305" "M45"
84.5221730942702 "control" "LOC105348305" "M46"
10.4822734635785 "control" "LOC105348305" "M48"
27.9840917538339 "control" "LOC105348305" "M49"
43.4331709466932 "control" "LOC105348305" "M89"
